branch,tensor,numel,mean_angular_step,final_cumulative_angular_step
constant,blocks.5.attn.proj.bias,192,0.006483921004193121,5.673430878669024
constant,blocks.5.attn.proj.weight,36864,0.0038068586064369126,3.331001280632336
constant,blocks.5.attn.qkv.bias,576,0.005867161959143573,5.133766714250669
constant,blocks.5.attn.qkv.weight,110592,0.004136450535850541,3.6193942188692745
constant,blocks.5.mlp.fc1.bias,768,0.0036139781480388476,3.162230879534036
constant,blocks.5.mlp.fc1.weight,147456,0.003904967975603103,3.4168469786527567
constant,blocks.5.mlp.fc2.bias,192,0.006218570907467128,5.441249544033781
constant,blocks.5.mlp.fc2.weight,147456,0.004503668458633333,3.940709901304217
constant,blocks.6.attn.proj.bias,192,0.006207505129011566,5.431566987885162
constant,blocks.6.attn.proj.weight,36864,0.0038600657787173516,3.377557556377724
constant,blocks.6.attn.qkv.bias,576,0.004447236236184782,3.891331706661731
constant,blocks.6.attn.qkv.weight,110592,0.00417730077788494,3.6551381806493737
constant,blocks.6.mlp.fc1.bias,768,0.0035647839825998966,3.1191859847749583
constant,blocks.6.mlp.fc1.weight,147456,0.0038253819213381357,3.3472091811709106
constant,blocks.6.mlp.fc2.bias,192,0.005798802457217607,5.073952150065452
constant,blocks.6.mlp.fc2.weight,147456,0.0044561278397283405,3.899111859762343
constant,blocks.7.attn.proj.bias,192,0.0053684495816538925,4.697393383947201
constant,blocks.7.attn.proj.weight,36864,0.003883025828017148,3.3976475995150395
constant,blocks.7.attn.qkv.bias,576,0.006461344722392254,5.653676632093266
constant,blocks.7.attn.qkv.weight,110592,0.004194556209724342,3.670236683508847
constant,blocks.7.mlp.fc1.bias,768,0.0036152193694973657,3.1633169483102392
constant,blocks.7.mlp.fc1.weight,147456,0.0038370426063691473,3.357412280573044
constant,blocks.7.mlp.fc2.bias,192,0.0051360633262166515,4.494055410439614
constant,blocks.7.mlp.fc2.weight,147456,0.004459966351677213,3.9024705577176064
constant,blocks.8.attn.proj.bias,192,0.00499136723232051,4.367446328280494
constant,blocks.8.attn.proj.weight,36864,0.0041223760540596574,3.60707904730225
constant,blocks.8.attn.qkv.bias,576,0.0039483150145304515,3.4547756377141923
constant,blocks.8.attn.qkv.weight,110592,0.004045515168391649,3.5398257723427378
constant,blocks.8.mlp.fc1.bias,768,0.0034156520325423836,2.9886955284746364
