branch,tensor,numel,mean_angular_step,final_cumulative_angular_step
linear_up,blocks.2.mlp.fc2.weight,147456,0.004489013377809844,3.92788670558366
linear_up,blocks.3.attn.proj.bias,192,0.0070810888995016825,6.195952787064016
linear_up,blocks.3.attn.proj.weight,36864,0.0036662351613797263,3.2079557662073057
linear_up,blocks.3.attn.qkv.bias,576,0.00345980085302804,3.0273257463995837
linear_up,blocks.3.attn.qkv.weight,110592,0.004106987964195543,3.5936144686711486
linear_up,blocks.3.mlp.fc1.bias,768,0.0040221556082833025,3.5193861572479364
linear_up,blocks.3.mlp.fc1.weight,147456,0.003970443032083183,3.4741376530728303
linear_up,blocks.3.mlp.fc2.bias,192,0.006555381624892838,5.735958921781275
linear_up,blocks.3.mlp.fc2.weight,147456,0.004462813440377638,3.90496176033048
linear_up,blocks.4.attn.proj.bias,192,0.006675588228739749,5.841139700147323
linear_up,blocks.4.attn.proj.weight,36864,0.0038338650367222274,3.354631907131989
linear_up,blocks.4.attn.qkv.bias,576,0.004325159543726007,3.784514600760304
linear_up,blocks.4.attn.qkv.weight,110592,0.004117194150441403,3.602544881636277
linear_up,blocks.4.mlp.fc1.bias,768,0.0035778721015500676,3.130638088856358
linear_up,blocks.4.mlp.fc1.weight,147456,0.003948348271726981,3.454804737761151
linear_up,blocks.4.mlp.fc2.bias,192,0.0063930964393407695,5.593959384423215
linear_up,blocks.4.mlp.fc2.weight,147456,0.004573342964418974,4.001675093866652
linear_up,blocks.5.attn.proj.bias,192,0.006496253814415162,5.684222087613307
linear_up,blocks.5.attn.proj.weight,36864,0.00378310787957157,3.310219394625165
linear_up,blocks.5.attn.qkv.bias,576,0.005878953344255104,5.144084176223259
linear_up,blocks.5.attn.qkv.weight,110592,0.004153767595899101,3.634546646411764
linear_up,blocks.5.mlp.fc1.bias,768,0.0035928864688279357,3.143775660224492
linear_up,blocks.5.mlp.fc1.weight,147456,0.0038746801308754907,3.3903451145160943
linear_up,blocks.5.mlp.fc2.bias,192,0.006207408590375263,5.431482516578399
linear_up,blocks.5.mlp.fc2.weight,147456,0.004494259991882581,3.9324774928973056
linear_up,blocks.6.attn.proj.bias,192,0.00621078538249375,5.4344372096820734
linear_up,blocks.6.attn.proj.weight,36864,0.0038541857368046225,3.372412519704085
linear_up,blocks.6.attn.qkv.bias,576,0.004490255338073253,3.928973420814146
linear_up,blocks.6.attn.qkv.weight,110592,0.004173849431698022,3.652118252735818
linear_up,blocks.6.mlp.fc1.bias,768,0.003534619688455492,3.092792227398604
linear_up,blocks.6.mlp.fc1.weight,147456,0.003814207796739104,3.3374318221467547
linear_up,blocks.6.mlp.fc2.bias,192,0.005809334808627889,5.083167957549449
linear_up,blocks.6.mlp.fc2.weight,147456,0.004432593624939025,3.878519421821693
linear_up,blocks.7.attn.proj.bias,192,0.0053470416172140935,4.678661415062379
linear_up,blocks.7.attn.proj.weight,36864,0.0038877011649310115,3.4017385193146765
linear_up,blocks.7.attn.qkv.bias,576,0.0064939476133855905,5.682204161712434
linear_up,blocks.7.attn.qkv.weight,110592,0.004181162602101796,3.65851727683912
linear_up,blocks.7.mlp.fc1.bias,768,0.0035741486559022722,3.127380073914537
linear_up,blocks.7.mlp.fc1.weight,147456,0.0038088435818041623,3.332738134078681
linear_up,blocks.7.mlp.fc2.bias,192,0.005128646830762019,4.487565976916812
linear_up,blocks.7.mlp.fc2.weight,147456,0.004446276387532321,3.890491839090828
linear_up,blocks.8.attn.proj.bias,192,0.00499868540279562,4.373849727446213
linear_up,blocks.8.attn.proj.weight,36864,0.004104640581778062,3.591560509055853
linear_up,blocks.8.attn.qkv.bias,576,0.003973651837357933,3.476945357688237
linear_up,blocks.8.attn.qkv.weight,110592,0.0040516500714167965,3.5451938124897424
linear_up,blocks.8.mlp.fc1.bias,768,0.0034144673168525585,2.98765890224604
linear_up,blocks.8.mlp.fc1.weight,147456,0.0036717685035296357,3.2127974405884743
linear_up,blocks.8.mlp.fc2.bias,192,0.004635730608499421,4.056264282437041
linear_up,blocks.8.mlp.fc2.weight,147456,0.004282858689182515,3.7475013530347496
linear_up,blocks.9.attn.proj.bias,192,0.004564624038790963,3.9940460339421406
linear_up,blocks.9.attn.proj.weight,36864,0.004103034789141744,3.5901554404990748
linear_up,blocks.9.attn.qkv.bias,576,0.006944869980548593,6.076761232980061
linear_up,blocks.9.attn.qkv.weight,110592,0.004121075262115946,3.605940854351502
linear_up,blocks.9.mlp.fc1.bias,768,0.003136116271372827,2.744101737451274
linear_up,blocks.9.mlp.fc1.weight,147456,0.0037088136699249753,3.2452119611843955
linear_up,blocks.9.mlp.fc2.bias,192,0.004346115685999338,3.802851225249469
linear_up,blocks.9.mlp.fc2.weight,147456,0.0043264627544807545,3.785654910170706
linear_up,cls_token,192,0.0029532959495803626,2.584133955882862
linear_up,patch_embed.proj.bias,192,0.0012679349406222707,1.109443073044531
linear_up,patch_embed.proj.weight,36864,0.003266212821804997,2.85793621907942
linear_up,pos_embed,12480,0.0015153136662805705,1.325899457995547
